country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source,brand_type,is_aggregator,domain_valid_from,domain_valid_to,sample_type,fieldwork_start,fieldwork_end,sample_size,human_checked
SWE,single-market,2024,offline,Göteborgs-Posten,7,swe_gp,gp.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Dagens Industri,6,swe_di,di.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Other news media from outside Sweden,6,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2024, p. 107",category,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,CNN,6,usa_cnn,cnn.com,,"DNR 2024, p. 107",foreign,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,offline,Sydsvenska Dagbladet,5,swe_sydsvenskan,sydsvenskan.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Aftonbladet online,48,swe_aftonbladet,aftonbladet.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,SVT News online,36,swe_svt,svt.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Expressen online,32,swe_expressen,expressen.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Regional or local newspaper online,21,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2024, p. 107",category,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,TV4 News online,20,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Dagens Nyheter online,16,swe_dn,dn.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,SR Nyheter online,14,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Nyheter 24 (News 24),13,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Svenska Dagbladet online,12,swe_svd,svd.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Göteborgs-Posten online,10,swe_gp,gp.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Dagens Industri online,9,swe_di,di.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,BBC News online,7,gbr_bbc,bbc.co.uk,,"DNR 2024, p. 107",foreign,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Other online sites from outside Sweden,7,cat_foreign_media_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2024, p. 107",category,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,Nyheter Idag,6,swe_nyheteridag,nyheteridag.se,,"DNR 2024, p. 107",outlet,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2024,online,CNN.com,6,usa_cnn,cnn.com,,"DNR 2024, p. 107",foreign,FALSE,,,national,2024-01,2024-02,2018,
SWE,single-market,2025,offline,SVT News (public television),51,swe_svt,svt.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,TV4,46,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,SR News (public radio),33,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Regional or local newspaper,20,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2025, p. 111",category,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Aftonbladet,16,swe_aftonbladet,aftonbladet.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Expressen,11,swe_expressen,expressen.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Dagens Nyheter,9,swe_dn,dn.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,BBC News,8,gbr_bbc,bbc.co.uk,,"DNR 2025, p. 111",foreign,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Svenska Dagbladet,6,swe_svd,svd.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,CNN,6,usa_cnn,cnn.com,,"DNR 2025, p. 111",foreign,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Other news media from outside Sweden,5,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2025, p. 111",category,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Dagens Industri,5,swe_di,di.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Sydsvenska Dagbladet,4,swe_sydsvenskan,sydsvenskan.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,offline,Göteborgs-Posten,4,swe_gp,gp.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Aftonbladet online,44,swe_aftonbladet,aftonbladet.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,SVT News online,37,swe_svt,svt.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Expressen online,31,swe_expressen,expressen.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,TV4 News online,21,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Regional or local newspaper online,18,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2025, p. 111",category,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Dagens Nyheter online,16,swe_dn,dn.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,SR Nyheter online,13,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Nyheter 24 (News 24),13,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Svenska Dagbladet online,10,swe_svd,svd.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Göteborgs-Posten online,8,swe_gp,gp.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Dagens Industri online,8,swe_di,di.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,BBC News online,7,gbr_bbc,bbc.co.uk,,"DNR 2025, p. 111",foreign,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Sydsvenska Dagbladet online,5,swe_sydsvenskan,sydsvenskan.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Nyheter Idag,5,swe_nyheteridag,nyheteridag.se,,"DNR 2025, p. 111",outlet,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,CNN.com,5,usa_cnn,cnn.com,,"DNR 2025, p. 111",foreign,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2025,online,Other online sites from outside Sweden,5,cat_foreign_media_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2025, p. 111",category,FALSE,,,national,2025-01,2025-02,2000,
SWE,single-market,2026,offline,SVT News (public television),52,swe_svt,svt.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,TV4,48,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,SR News (public radio),35,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Other regional or local newspaper,21,cat_regional_local_press,,"Survey aggregate, not a brand - no domain exists.","DNR 2026, p. 115",category,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Aftonbladet,20,swe_aftonbladet,aftonbladet.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Expressen,14,swe_expressen,expressen.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Dagens Nyheter,10,swe_dn,dn.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Svenska Dagbladet,8,swe_svd,svd.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,BBC News,8,gbr_bbc,bbc.co.uk,,"DNR 2026, p. 115",foreign,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,CNN,7,usa_cnn,cnn.com,,"DNR 2026, p. 115",foreign,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Dagens Industri,6,swe_di,di.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Other news media from outside Sweden,5,cat_foreign_media,,"Survey aggregate, not a brand - no domain exists.","DNR 2026, p. 115",category,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Göteborgs-Posten,4,swe_gp,gp.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,offline,Sydsvenska Dagbladet,4,swe_sydsvenskan,sydsvenskan.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Aftonbladet online,46,swe_aftonbladet,aftonbladet.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,SVT News online,42,swe_svt,svt.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Expressen online,34,swe_expressen,expressen.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,TV4 News online,26,swe_tv4,tv4.se,DNR 2018 printed the brand as 'Tv4.se'. TV4's news output sits under tv4.se (TV4 Nyheterna); nyheterna.se is a redirect into it. UNVERIFIED: article-bearing path not yet tested.,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Othe regional or local newspaper online,21,cat_regional_local_press_online,,"Survey aggregate, not a brand - no domain exists.","DNR 2026, p. 115",category,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Dagens Nyheter online,17,swe_dn,dn.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Nyheter 24 (News 24),16,swe_nyheter24,nyheter24.se,"Nyheter24 (Nyheter24-Gruppen), online-only. UNVERIFIED.","DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,SR Nyheter online,15,swe_sr,sverigesradio.se,DNR 2018 printed the brand as 'Sr.se'; sr.se is Sveriges Radio's short domain and articles are published at sverigesradio.se. UNVERIFIED: which host carried articles in each year still needs the Stage 3/4 checks.,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Svenska Dagbladet online,11,swe_svd,svd.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Dagens Industri online,10,swe_di,di.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Göteborgs-Posten online,9,swe_gp,gp.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,BBC News online,9,gbr_bbc,bbc.co.uk,,"DNR 2026, p. 115",foreign,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,CNN.com,7,usa_cnn,cnn.com,,"DNR 2026, p. 115",foreign,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Sydsvenska Dagbladet online,6,swe_sydsvenskan,sydsvenskan.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Samhällsnytt,6,swe_samhallsnytt,samnytt.se,"Right-wing alternative site; the title has moved host at least once (avpixlat.info -> samhallsnytt.se -> samnytt.se). In 2022 samnytt.se serves 200 with dated article paths while samhallsnytt.se serves 301 plus robots.txt only, so samnytt.se is recorded from 2021 on. UNVERIFIED: no Tier A identity artefact checked yet, and samhallsnytt.se is the likely host for any pre-2021 appearance.","DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
SWE,single-market,2026,online,Nyheter Idag,5,swe_nyheteridag,nyheteridag.se,,"DNR 2026, p. 115",outlet,FALSE,,,national,2026-01,2026-02,2052,
